CHROM	BIN_START	BIN_END	N_VARIANTS	WEIGHTED_FST	GCO2__GCO3
chr_14	13000001	13100000	2745	0.00730055	GCO3__GCO5
chr_14	13100001	13200000	2423	0.000194171	GCO3__GCO5
chr_14	13200001	13300000	2616	0.000789262	GCO3__GCO5
chr_14	13300001	13400000	2639	-0.00050774	GCO3__GCO5
chr_14	13400001	13500000	2421	0.0017007	GCO3__GCO5
chr_14	13500001	13600000	2745	0.00579266	GCO3__GCO5
chr_14	13600001	13700000	2416	0.0102724	GCO3__GCO5
chr_14	13700001	13800000	2888	0.00574722	GCO3__GCO5
chr_14	13800001	13900000	2447	0.00856518	GCO3__GCO5
chr_14	13900001	14000000	2631	0.00254277	GCO3__GCO5
chr_14	14000001	14100000	2569	0.00649242	GCO3__GCO5
chr_14	14100001	14200000	2467	0.00102269	GCO3__GCO5
chr_14	14200001	14300000	2482	0.0300767	GCO3__GCO5
chr_14	14300001	14400000	2593	0.00343706	GCO3__GCO5
chr_14	14400001	14500000	2633	0.00459635	GCO3__GCO5
chr_14	14500001	14600000	2188	0.00542005	GCO3__GCO5
chr_14	14600001	14700000	2603	0.017091	GCO3__GCO5
chr_14	14700001	14800000	2465	0.00621521	GCO3__GCO5
chr_14	14800001	14900000	2153	0.00696507	GCO3__GCO5
chr_14	14900001	15000000	2705	0.00180719	GCO3__GCO5
chr_14	15000001	15100000	2643	0.00742021	GCO3__GCO5
chr_14	15100001	15200000	2542	-0.00222669	GCO3__GCO5
chr_14	15200001	15300000	2401	0.0103162	GCO3__GCO5
chr_14	15300001	15400000	2479	0.00352956	GCO3__GCO5
chr_14	15400001	15500000	2456	0.0167343	GCO3__GCO5
chr_14	15500001	15600000	2587	0.0176298	GCO3__GCO5
chr_14	15600001	15700000	2646	0.00463975	GCO3__GCO5
chr_14	15700001	15800000	2603	0.00357083	GCO3__GCO5
chr_14	15800001	15900000	2729	0.00515528	GCO3__GCO5
chr_14	15900001	16000000	2464	0.0197474	GCO3__GCO5
chr_14	16000001	16100000	2625	0.0156504	GCO3__GCO5
chr_14	16100001	16200000	2659	0.0213576	GCO3__GCO5
chr_14	16200001	16300000	2419	0.00670291	GCO3__GCO5
chr_14	16300001	16400000	2482	0.014485	GCO3__GCO5
chr_14	16400001	16500000	2893	0.0151342	GCO3__GCO5
chr_14	16500001	16600000	2439	0.0109766	GCO3__GCO5
chr_14	16600001	16700000	2642	0.00560691	GCO3__GCO5
chr_14	16700001	16800000	1875	0.01573	GCO3__GCO5
chr_14	16800001	16900000	2306	0.00555817	GCO3__GCO5
chr_14	16900001	17000000	2553	-0.00103397	GCO3__GCO5
chr_14	17000001	17100000	2610	0.00423687	GCO3__GCO5
chr_14	17100001	17200000	2839	0.00230376	GCO3__GCO5
chr_14	17200001	17300000	2425	0.0170067	GCO3__GCO5
chr_14	17300001	17400000	2529	0.0122873	GCO3__GCO5
chr_14	17400001	17500000	2089	0.00249296	GCO3__GCO5
chr_14	17500001	17600000	2056	0.00633613	GCO3__GCO5
chr_14	17600001	17700000	2156	0.00551482	GCO3__GCO5
chr_14	17700001	17800000	2440	0.00898736	GCO3__GCO5
chr_14	17800001	17900000	2164	0.0150153	GCO3__GCO5
chr_14	17900001	18000000	2143	0.0157625	GCO3__GCO5
chr_14	18000001	18100000	2098	0.000862184	GCO3__GCO5
chr_14	18100001	18200000	2650	0.0134381	GCO3__GCO5
chr_14	18200001	18300000	2636	0.00484972	GCO3__GCO5
chr_14	18300001	18400000	2008	0.0137928	GCO3__GCO5
chr_14	18400001	18500000	2215	0.00976632	GCO3__GCO5
chr_14	18500001	18600000	2707	0.00013461	GCO3__GCO5
chr_14	18600001	18700000	2814	0.0195018	GCO3__GCO5
chr_14	18700001	18800000	2504	0.00684266	GCO3__GCO5
chr_14	18800001	18900000	2706	0.00170707	GCO3__GCO5
chr_14	18900001	19000000	2000	0.0203176	GCO3__GCO5
chr_14	19000001	19100000	2068	0.0541679	GCO3__GCO5
chr_14	19100001	19200000	2023	0.00497669	GCO3__GCO5
chr_14	19200001	19300000	2642	-0.00774199	GCO3__GCO5
chr_14	19300001	19400000	2131	0.00138111	GCO3__GCO5
chr_14	19400001	19500000	2276	0.0233183	GCO3__GCO5
chr_14	19500001	19600000	2511	0.00768123	GCO3__GCO5
chr_14	19600001	19700000	2894	0.0126431	GCO3__GCO5
chr_14	19700001	19800000	2758	0.0257018	GCO3__GCO5
chr_14	19800001	19900000	2320	0.00403612	GCO3__GCO5
chr_14	19900001	20000000	1978	0.0221106	GCO3__GCO5
chr_14	20000001	20100000	2186	0.00545288	GCO3__GCO5
chr_14	20100001	20200000	1506	-0.00805608	GCO3__GCO5
chr_14	20200001	20300000	1372	-0.00924954	GCO3__GCO5
chr_14	20300001	20400000	1070	-0.0173677	GCO3__GCO5
chr_14	20400001	20500000	1209	-0.0079999	GCO3__GCO5
chr_14	20500001	20600000	1128	0.0330223	GCO3__GCO5
chr_14	20600001	20700000	914	0.0180289	GCO3__GCO5
chr_14	20700001	20800000	986	0.0088834	GCO3__GCO5
chr_14	1	100000	805	0.0064757	GCO3__GCO6
chr_14	100001	200000	1199	0.00649304	GCO3__GCO6
chr_14	200001	300000	1521	-0.00399005	GCO3__GCO6
chr_14	300001	400000	1520	0.00395655	GCO3__GCO6
chr_14	400001	500000	1307	0.0115556	GCO3__GCO6
chr_14	500001	600000	1408	-0.00536109	GCO3__GCO6
chr_14	600001	700000	1384	-0.00101247	GCO3__GCO6
chr_14	700001	800000	1433	0.0255814	GCO3__GCO6
chr_14	800001	900000	1443	0.0231186	GCO3__GCO6
chr_14	900001	1000000	1415	0.0150442	GCO3__GCO6
chr_14	1000001	1100000	1673	-0.00856945	GCO3__GCO6
chr_14	1100001	1200000	1215	0.0549953	GCO3__GCO6
chr_14	1200001	1300000	850	0.0891648	GCO3__GCO6
chr_14	1300001	1400000	1565	-0.010449	GCO3__GCO6
chr_14	1400001	1500000	1361	-0.0188332	GCO3__GCO6
chr_14	1500001	1600000	1256	-0.00783497	GCO3__GCO6
chr_14	1600001	1700000	924	-0.0142172	GCO3__GCO6
chr_14	1700001	1800000	2068	0.0105627	GCO3__GCO6
chr_14	1800001	1900000	1952	0.0171597	GCO3__GCO6
chr_14	1900001	2000000	2039	0.0284042	GCO3__GCO6
chr_14	2000001	2100000	2334	0.0378696	GCO3__GCO6
chr_14	2100001	2200000	2191	0.0389971	GCO3__GCO6
chr_14	2200001	2300000	2320	0.0295648	GCO3__GCO6
chr_14	2300001	2400000	2153	0.0313566	GCO3__GCO6
chr_14	2400001	2500000	2209	0.00726956	GCO3__GCO6
chr_14	2500001	2600000	2715	0.0135801	GCO3__GCO6
chr_14	2600001	2700000	2132	0.0249929	GCO3__GCO6
chr_14	2700001	2800000	2301	0.0435379	GCO3__GCO6
chr_14	2800001	2900000	2670	0.0254766	GCO3__GCO6
chr_14	2900001	3000000	2354	0.0157857	GCO3__GCO6
chr_14	3000001	3100000	2564	0.0288046	GCO3__GCO6
chr_14	3100001	3200000	2337	0.0177035	GCO3__GCO6
chr_14	3200001	3300000	2264	0.031797	GCO3__GCO6
chr_14	3300001	3400000	2251	0.0128428	GCO3__GCO6
chr_14	3400001	3500000	2292	0.0117839	GCO3__GCO6
chr_14	3500001	3600000	2364	0.0194408	GCO3__GCO6
chr_14	3600001	3700000	2044	0.0298136	GCO3__GCO6
chr_14	3700001	3800000	2549	0.0346403	GCO3__GCO6
chr_14	3800001	3900000	2794	0.0227011	GCO3__GCO6
chr_14	3900001	4000000	2193	0.0278564	GCO3__GCO6
chr_14	4000001	4100000	2346	0.0237959	GCO3__GCO6
chr_14	4100001	4200000	2725	0.0138516	GCO3__GCO6
chr_14	4200001	4300000	2776	0.0180769	GCO3__GCO6
chr_14	4300001	4400000	2997	0.0346325	GCO3__GCO6
chr_14	4400001	4500000	2502	0.0142506	GCO3__GCO6
chr_14	4500001	4600000	2269	0.033268	GCO3__GCO6
chr_14	4600001	4700000	2189	0.00572011	GCO3__GCO6
chr_14	4700001	4800000	2524	0.0120952	GCO3__GCO6
chr_14	4800001	4900000	2481	0.0236684	GCO3__GCO6
chr_14	4900001	5000000	2650	0.0135157	GCO3__GCO6
chr_14	5000001	5100000	2776	0.0257868	GCO3__GCO6
chr_14	5100001	5200000	2755	0.0178507	GCO3__GCO6
chr_14	5200001	5300000	2322	0.0125815	GCO3__GCO6
chr_14	5300001	5400000	2286	0.036172	GCO3__GCO6
chr_14	5400001	5500000	2486	0.0125057	GCO3__GCO6
chr_14	5500001	5600000	2688	0.0190788	GCO3__GCO6
chr_14	5600001	5700000	2537	0.0156714	GCO3__GCO6
chr_14	5700001	5800000	2278	0.0259315	GCO3__GCO6
chr_14	5800001	5900000	2315	0.0251231	GCO3__GCO6
chr_14	5900001	6000000	2517	0.0195628	GCO3__GCO6
chr_14	6000001	6100000	2752	0.0317302	GCO3__GCO6
chr_14	6100001	6200000	2414	0.0178962	GCO3__GCO6
chr_14	6200001	6300000	2668	0.0201983	GCO3__GCO6
chr_14	6300001	6400000	2675	0.024694	GCO3__GCO6
chr_14	6400001	6500000	2448	0.00765669	GCO3__GCO6
chr_14	6500001	6600000	2428	0.0108328	GCO3__GCO6
chr_14	6600001	6700000	2091	0.0267832	GCO3__GCO6
chr_14	6700001	6800000	2137	0.0221906	GCO3__GCO6
chr_14	6800001	6900000	2332	0.027914	GCO3__GCO6
chr_14	6900001	7000000	2326	0.0270475	GCO3__GCO6
chr_14	7000001	7100000	2574	0.0278963	GCO3__GCO6
chr_14	7100001	7200000	2511	0.0238194	GCO3__GCO6
chr_14	7200001	7300000	2284	0.0155497	GCO3__GCO6
chr_14	7300001	7400000	2890	0.0391287	GCO3__GCO6
chr_14	7400001	7500000	2980	0.0419511	GCO3__GCO6
chr_14	7500001	7600000	2920	0.0198057	GCO3__GCO6
chr_14	7600001	7700000	2826	0.00725038	GCO3__GCO6
chr_14	7700001	7800000	2578	0.023667	GCO3__GCO6
chr_14	7800001	7900000	2820	0.0198138	GCO3__GCO6
chr_14	7900001	8000000	2597	0.0232423	GCO3__GCO6
chr_14	8000001	8100000	2923	0.0203367	GCO3__GCO6
chr_14	8100001	8200000	2451	0.0143973	GCO3__GCO6
chr_14	8200001	8300000	2613	0.0110533	GCO3__GCO6
chr_14	8300001	8400000	2365	0.0228108	GCO3__GCO6
chr_14	8400001	8500000	2917	0.0136941	GCO3__GCO6
chr_14	8500001	8600000	2936	0.0248125	GCO3__GCO6
chr_14	8600001	8700000	2727	0.0257303	GCO3__GCO6
chr_14	8700001	8800000	2527	0.0113747	GCO3__GCO6
chr_14	8800001	8900000	2473	0.0188805	GCO3__GCO6
chr_14	8900001	9000000	2649	0.00775284	GCO3__GCO6
chr_14	9000001	9100000	2465	0.013679	GCO3__GCO6
chr_14	9100001	9200000	3001	0.028138	GCO3__GCO6
chr_14	9200001	9300000	2648	0.0343809	GCO3__GCO6
chr_14	9300001	9400000	2536	0.0190123	GCO3__GCO6
chr_14	9400001	9500000	2591	0.0140563	GCO3__GCO6
chr_14	9500001	9600000	2298	0.00824393	GCO3__GCO6
chr_14	9600001	9700000	2771	0.0183355	GCO3__GCO6
chr_14	9700001	9800000	2571	0.0199892	GCO3__GCO6
chr_14	9800001	9900000	2483	0.0101098	GCO3__GCO6
chr_14	9900001	10000000	2543	0.0227204	GCO3__GCO6
chr_14	10000001	10100000	2582	0.0152693	GCO3__GCO6
chr_14	10100001	10200000	2423	0.012765	GCO3__GCO6
chr_14	10200001	10300000	2410	0.00370408	GCO3__GCO6
chr_14	10300001	10400000	2620	0.00706342	GCO3__GCO6
chr_14	10400001	10500000	2493	0.00275446	GCO3__GCO6
chr_14	10500001	10600000	2755	0.0215299	GCO3__GCO6
chr_14	10600001	10700000	2616	0.0150636	GCO3__GCO6
chr_14	10700001	10800000	2681	0.0185156	GCO3__GCO6
chr_14	10800001	10900000	2773	0.0157644	GCO3__GCO6
chr_14	10900001	11000000	2610	0.021455	GCO3__GCO6
chr_14	11000001	11100000	2538	0.00718318	GCO3__GCO6
chr_14	11100001	11200000	2151	0.0133454	GCO3__GCO6
chr_14	11200001	11300000	2544	0.0290451	GCO3__GCO6
chr_14	11300001	11400000	2288	0.0503933	GCO3__GCO6
chr_14	11400001	11500000	2424	0.0185798	GCO3__GCO6
chr_14	11500001	11600000	2523	0.0307978	GCO3__GCO6
chr_14	11600001	11700000	2825	0.0182526	GCO3__GCO6
chr_14	11700001	11800000	2049	0.0142464	GCO3__GCO6
chr_14	11800001	11900000	2409	0.021581	GCO3__GCO6
chr_14	11900001	12000000	2391	0.037345	GCO3__GCO6
chr_14	12000001	12100000	2462	0.0204574	GCO3__GCO6
chr_14	12100001	12200000	2605	0.0312142	GCO3__GCO6
chr_14	12200001	12300000	2821	0.0181325	GCO3__GCO6
chr_14	12300001	12400000	2443	0.0393083	GCO3__GCO6
chr_14	12400001	12500000	2460	0.0438778	GCO3__GCO6
chr_14	12500001	12600000	2624	0.0196083	GCO3__GCO6
chr_14	12600001	12700000	2500	0.0205395	GCO3__GCO6
chr_14	12700001	12800000	2702	0.0245233	GCO3__GCO6
chr_14	12800001	12900000	2629	0.0230524	GCO3__GCO6
chr_14	12900001	13000000	2961	0.0149868	GCO3__GCO6
chr_14	13000001	13100000	2745	0.020556	GCO3__GCO6
chr_14	13100001	13200000	2423	0.0140497	GCO3__GCO6
chr_14	13200001	13300000	2616	0.010596	GCO3__GCO6
chr_14	13300001	13400000	2639	0.0171947	GCO3__GCO6
chr_14	13400001	13500000	2421	0.0131799	GCO3__GCO6
chr_14	13500001	13600000	2745	0.0250326	GCO3__GCO6
chr_14	13600001	13700000	2416	0.023896	GCO3__GCO6
chr_14	13700001	13800000	2888	0.0250954	GCO3__GCO6
chr_14	13800001	13900000	2447	0.0180374	GCO3__GCO6
chr_14	13900001	14000000	2631	0.0228031	GCO3__GCO6
chr_14	14000001	14100000	2569	0.0221145	GCO3__GCO6
chr_14	14100001	14200000	2467	0.0236171	GCO3__GCO6
chr_14	14200001	14300000	2482	0.0264032	GCO3__GCO6
chr_14	14300001	14400000	2593	0.0221536	GCO3__GCO6
chr_14	14400001	14500000	2633	0.0133232	GCO3__GCO6
chr_14	14500001	14600000	2188	0.0208182	GCO3__GCO6
chr_14	14600001	14700000	2603	0.0241416	GCO3__GCO6
chr_14	14700001	14800000	2465	0.0182941	GCO3__GCO6
chr_14	14800001	14900000	2153	0.0238277	GCO3__GCO6
chr_14	14900001	15000000	2705	0.0164667	GCO3__GCO6
chr_14	15000001	15100000	2643	0.0147442	GCO3__GCO6
chr_14	15100001	15200000	2542	0.026055	GCO3__GCO6
chr_14	15200001	15300000	2401	0.0154737	GCO3__GCO6
chr_14	15300001	15400000	2479	0.00904854	GCO3__GCO6
chr_14	15400001	15500000	2456	0.012983	GCO3__GCO6
chr_14	15500001	15600000	2587	0.0146816	GCO3__GCO6
chr_14	15600001	15700000	2646	0.0129924	GCO3__GCO6
chr_14	15700001	15800000	2603	0.00968847	GCO3__GCO6
chr_14	15800001	15900000	2729	0.0116475	GCO3__GCO6
chr_14	15900001	16000000	2464	0.0229644	GCO3__GCO6
chr_14	16000001	16100000	2625	0.02141	GCO3__GCO6
chr_14	16100001	16200000	2659	0.0230867	GCO3__GCO6
chr_14	16200001	16300000	2419	0.0106002	GCO3__GCO6
chr_14	16300001	16400000	2482	0.0173052	GCO3__GCO6
chr_14	16400001	16500000	2893	0.0199777	GCO3__GCO6
chr_14	16500001	16600000	2439	0.0151419	GCO3__GCO6
chr_14	16600001	16700000	2642	0.0108177	GCO3__GCO6
chr_14	16700001	16800000	1875	0.012797	GCO3__GCO6
chr_14	16800001	16900000	2306	0.0181356	GCO3__GCO6
chr_14	16900001	17000000	2553	0.0159392	GCO3__GCO6
chr_14	17000001	17100000	2610	0.00329473	GCO3__GCO6
chr_14	17100001	17200000	2839	0.0145648	GCO3__GCO6
chr_14	17200001	17300000	2425	0.0141647	GCO3__GCO6
chr_14	17300001	17400000	2529	0.042809	GCO3__GCO6
chr_14	17400001	17500000	2089	0.0123475	GCO3__GCO6
chr_14	17500001	17600000	2056	0.00652279	GCO3__GCO6
chr_14	17600001	17700000	2156	0.0056366	GCO3__GCO6
chr_14	17700001	17800000	2440	0.0167302	GCO3__GCO6
chr_14	17800001	17900000	2164	0.0276044	GCO3__GCO6
chr_14	17900001	18000000	2143	0.0208961	GCO3__GCO6
chr_14	18000001	18100000	2098	0.00766874	GCO3__GCO6
chr_14	18100001	18200000	2650	0.0120423	GCO3__GCO6
chr_14	18200001	18300000	2636	0.0172812	GCO3__GCO6
chr_14	18300001	18400000	2008	0.0206713	GCO3__GCO6
chr_14	18400001	18500000	2215	0.0239471	GCO3__GCO6
chr_14	18500001	18600000	2707	0.00600685	GCO3__GCO6
chr_14	18600001	18700000	2814	0.0215565	GCO3__GCO6
chr_14	18700001	18800000	2504	0.0082538	GCO3__GCO6
chr_14	18800001	18900000	2706	-0.00468867	GCO3__GCO6
chr_14	18900001	19000000	2000	0.0123175	GCO3__GCO6
chr_14	19000001	19100000	2068	0.070104	GCO3__GCO6
chr_14	19100001	19200000	2023	0.0190442	GCO3__GCO6
chr_14	19200001	19300000	2642	0.00768185	GCO3__GCO6
chr_14	19300001	19400000	2131	0.0281886	GCO3__GCO6
chr_14	19400001	19500000	2276	0.0249365	GCO3__GCO6
chr_14	19500001	19600000	2511	0.00398151	GCO3__GCO6
chr_14	19600001	19700000	2894	0.0160065	GCO3__GCO6
chr_14	19700001	19800000	2758	0.0702131	GCO3__GCO6
chr_14	19800001	19900000	2320	0.0375633	GCO3__GCO6
chr_14	19900001	20000000	1978	0.0216278	GCO3__GCO6
chr_14	20000001	20100000	2186	0.0241762	GCO3__GCO6
chr_14	20100001	20200000	1506	-0.00213414	GCO3__GCO6
chr_14	20200001	20300000	1372	0.0250369	GCO3__GCO6
chr_14	20300001	20400000	1070	0.0069671	GCO3__GCO6
chr_14	20400001	20500000	1209	0.00485648	GCO3__GCO6
chr_14	20500001	20600000	1128	0.000350079	GCO3__GCO6
chr_14	20600001	20700000	914	0.0115552	GCO3__GCO6
chr_14	20700001	20800000	986	0.00781125	GCO3__GCO6
chr_14	1	100000	805	0.0147497	GCO5__GCO6
chr_14	100001	200000	1199	0.00536344	GCO5__GCO6
chr_14	200001	300000	1521	0.00772183	GCO5__GCO6
chr_14	300001	400000	1520	0.0155329	GCO5__GCO6
chr_14	400001	500000	1307	0.0105858	GCO5__GCO6
chr_14	500001	600000	1408	0.0131982	GCO5__GCO6
chr_14	600001	700000	1384	0.00897835	GCO5__GCO6
chr_14	700001	800000	1433	0.0182266	GCO5__GCO6
chr_14	800001	900000	1443	0.0377483	GCO5__GCO6
chr_14	900001	1000000	1415	0.0295367	GCO5__GCO6
chr_14	1000001	1100000	1673	0.00585897	GCO5__GCO6
chr_14	1100001	1200000	1215	0.0486019	GCO5__GCO6
chr_14	1200001	1300000	850	0.0899791	GCO5__GCO6
chr_14	1300001	1400000	1565	0.0156443	GCO5__GCO6
chr_14	1400001	1500000	1361	-0.00218368	GCO5__GCO6
chr_14	1500001	1600000	1256	-0.0126171	GCO5__GCO6
chr_14	1600001	1700000	924	0.023174	GCO5__GCO6
chr_14	1700001	1800000	2068	0.0376148	GCO5__GCO6
chr_14	1800001	1900000	1952	0.00950191	GCO5__GCO6
chr_14	1900001	2000000	2039	0.0165893	GCO5__GCO6
chr_14	2000001	2100000	2334	0.0179184	GCO5__GCO6
chr_14	2100001	2200000	2191	0.0313372	GCO5__GCO6
chr_14	2200001	2300000	2320	0.011987	GCO5__GCO6
chr_14	2300001	2400000	2153	0.0110451	GCO5__GCO6
chr_14	2400001	2500000	2209	0.00517323	GCO5__GCO6
chr_14	2500001	2600000	2715	0.0136394	GCO5__GCO6
chr_14	2600001	2700000	2132	0.0172113	GCO5__GCO6
chr_14	2700001	2800000	2301	0.0103484	GCO5__GCO6
chr_14	2800001	2900000	2670	0.0174306	GCO5__GCO6
chr_14	2900001	3000000	2354	0.0188657	GCO5__GCO6
chr_14	3000001	3100000	2564	0.00852524	GCO5__GCO6
chr_14	3100001	3200000	2337	0.00483403	GCO5__GCO6
chr_14	3200001	3300000	2264	0.00390106	GCO5__GCO6
chr_14	3300001	3400000	2251	0.00736042	GCO5__GCO6
chr_14	3400001	3500000	2292	0.00925583	GCO5__GCO6
chr_14	3500001	3600000	2364	0.00609458	GCO5__GCO6
chr_14	3600001	3700000	2044	0.0348373	GCO5__GCO6
chr_14	3700001	3800000	2549	0.00919071	GCO5__GCO6
chr_14	3800001	3900000	2794	0.0122777	GCO5__GCO6
chr_14	3900001	4000000	2193	0.00545543	GCO5__GCO6
chr_14	4000001	4100000	2346	0.015019	GCO5__GCO6
chr_14	4100001	4200000	2725	0.011666	GCO5__GCO6
chr_14	4200001	4300000	2776	0.00815864	GCO5__GCO6
chr_14	4300001	4400000	2997	0.0140839	GCO5__GCO6
chr_14	4400001	4500000	2502	-0.00230791	GCO5__GCO6
chr_14	4500001	4600000	2269	0.0183588	GCO5__GCO6
chr_14	4600001	4700000	2189	0.0020542	GCO5__GCO6
chr_14	4700001	4800000	2524	0.0120762	GCO5__GCO6
chr_14	4800001	4900000	2481	0.016858	GCO5__GCO6
chr_14	4900001	5000000	2650	0.00635012	GCO5__GCO6
chr_14	5000001	5100000	2776	0.0196679	GCO5__GCO6
chr_14	5100001	5200000	2755	0.00877176	GCO5__GCO6
chr_14	5200001	5300000	2322	0.0152343	GCO5__GCO6
chr_14	5300001	5400000	2286	0.0225307	GCO5__GCO6
chr_14	5400001	5500000	2486	0.00582212	GCO5__GCO6
chr_14	5500001	5600000	2688	0.0122145	GCO5__GCO6
chr_14	5600001	5700000	2537	0.0134535	GCO5__GCO6
chr_14	5700001	5800000	2278	0.018736	GCO5__GCO6
chr_14	5800001	5900000	2315	0.0186417	GCO5__GCO6
chr_14	5900001	6000000	2517	0.0142171	GCO5__GCO6
chr_14	6000001	6100000	2752	0.0198564	GCO5__GCO6
chr_14	6100001	6200000	2414	0.0127785	GCO5__GCO6
chr_14	6200001	6300000	2668	0.0183354	GCO5__GCO6
chr_14	6300001	6400000	2675	0.00748645	GCO5__GCO6
chr_14	6400001	6500000	2448	0.00945654	GCO5__GCO6
chr_14	6500001	6600000	2428	0.0105146	GCO5__GCO6
chr_14	6600001	6700000	2091	0.00725435	GCO5__GCO6
chr_14	6700001	6800000	2137	0.0131632	GCO5__GCO6
chr_14	6800001	6900000	2332	0.0264004	GCO5__GCO6
chr_14	6900001	7000000	2326	0.00597794	GCO5__GCO6
chr_14	7000001	7100000	2574	0.0181482	GCO5__GCO6
chr_14	7100001	7200000	2511	0.00560868	GCO5__GCO6
chr_14	7200001	7300000	2284	0.00305809	GCO5__GCO6
chr_14	7300001	7400000	2890	0.0153011	GCO5__GCO6
chr_14	7400001	7500000	2980	0.0197	GCO5__GCO6
chr_14	7500001	7600000	2920	0.0189147	GCO5__GCO6
chr_14	7600001	7700000	2826	0.00775249	GCO5__GCO6
chr_14	7700001	7800000	2578	0.0115686	GCO5__GCO6
chr_14	7800001	7900000	2820	0.00907317	GCO5__GCO6
chr_14	7900001	8000000	2597	0.0156535	GCO5__GCO6
chr_14	8000001	8100000	2923	0.00669739	GCO5__GCO6
chr_14	8100001	8200000	2451	0.00275726	GCO5__GCO6
chr_14	8200001	8300000	2613	0.0152594	GCO5__GCO6
chr_14	8300001	8400000	2365	0.0188595	GCO5__GCO6
chr_14	8400001	8500000	2917	0.00882975	GCO5__GCO6
chr_14	8500001	8600000	2936	0.0183791	GCO5__GCO6
chr_14	8600001	8700000	2727	0.00506731	GCO5__GCO6
chr_14	8700001	8800000	2527	0.0245313	GCO5__GCO6
chr_14	8800001	8900000	2473	0.0139201	GCO5__GCO6
chr_14	8900001	9000000	2649	0.0132893	GCO5__GCO6
chr_14	9000001	9100000	2465	0.00816386	GCO5__GCO6
chr_14	9100001	9200000	3001	0.0304759	GCO5__GCO6
chr_14	9200001	9300000	2648	0.0217903	GCO5__GCO6
chr_14	9300001	9400000	2536	0.0166804	GCO5__GCO6
chr_14	9400001	9500000	2591	0.011173	GCO5__GCO6
chr_14	9500001	9600000	2298	0.0120564	GCO5__GCO6
chr_14	9600001	9700000	2771	0.0121879	GCO5__GCO6
chr_14	9700001	9800000	2571	0.0138124	GCO5__GCO6
chr_14	9800001	9900000	2483	0.0114586	GCO5__GCO6
chr_14	9900001	10000000	2543	0.0136217	GCO5__GCO6
chr_14	10000001	10100000	2582	0.00330715	GCO5__GCO6
chr_14	10100001	10200000	2423	0.0137312	GCO5__GCO6
chr_14	10200001	10300000	2410	0.0094083	GCO5__GCO6
chr_14	10300001	10400000	2620	0.0215401	GCO5__GCO6
chr_14	10400001	10500000	2493	0.00385959	GCO5__GCO6
chr_14	10500001	10600000	2755	0.0226506	GCO5__GCO6
chr_14	10600001	10700000	2616	0.0112885	GCO5__GCO6
chr_14	10700001	10800000	2681	0.0181563	GCO5__GCO6
chr_14	10800001	10900000	2773	0.011118	GCO5__GCO6
chr_14	10900001	11000000	2610	0.0114772	GCO5__GCO6
chr_14	11000001	11100000	2538	0.0107795	GCO5__GCO6
chr_14	11100001	11200000	2151	0.0162698	GCO5__GCO6
chr_14	11200001	11300000	2544	0.0130511	GCO5__GCO6
chr_14	11300001	11400000	2288	0.0199851	GCO5__GCO6
chr_14	11400001	11500000	2424	0.0150901	GCO5__GCO6
chr_14	11500001	11600000	2523	0.0206579	GCO5__GCO6
chr_14	11600001	11700000	2825	0.0164305	GCO5__GCO6
chr_14	11700001	11800000	2049	0.0258721	GCO5__GCO6
chr_14	11800001	11900000	2409	0.0163857	GCO5__GCO6
chr_14	11900001	12000000	2391	0.016644	GCO5__GCO6
chr_14	12000001	12100000	2462	0.0217372	GCO5__GCO6
chr_14	12100001	12200000	2605	0.0151358	GCO5__GCO6
chr_14	12200001	12300000	2821	0.00958191	GCO5__GCO6
chr_14	12300001	12400000	2443	0.0174802	GCO5__GCO6
chr_14	12400001	12500000	2460	0.0101181	GCO5__GCO6
chr_14	12500001	12600000	2624	0.0150803	GCO5__GCO6
chr_14	12600001	12700000	2500	0.0070659	GCO5__GCO6
chr_14	12700001	12800000	2702	0.0112864	GCO5__GCO6
chr_14	12800001	12900000	2629	0.0141649	GCO5__GCO6
chr_14	12900001	13000000	2961	0.0044638	GCO5__GCO6
chr_14	13000001	13100000	2745	0.00708194	GCO5__GCO6
chr_14	13100001	13200000	2423	0.0121511	GCO5__GCO6
chr_14	13200001	13300000	2616	0.0114227	GCO5__GCO6
chr_14	13300001	13400000	2639	0.0131511	GCO5__GCO6
chr_14	13400001	13500000	2421	0.00847431	GCO5__GCO6
chr_14	13500001	13600000	2745	0.0135052	GCO5__GCO6
chr_14	13600001	13700000	2416	0.00945131	GCO5__GCO6
chr_14	13700001	13800000	2888	0.011522	GCO5__GCO6
chr_14	13800001	13900000	2447	0.0101112	GCO5__GCO6
chr_14	13900001	14000000	2631	0.0206559	GCO5__GCO6
chr_14	14000001	14100000	2569	0.0126811	GCO5__GCO6
chr_14	14100001	14200000	2467	0.00979275	GCO5__GCO6
chr_14	14200001	14300000	2482	0.0172008	GCO5__GCO6
chr_14	14300001	14400000	2593	0.00822946	GCO5__GCO6
chr_14	14400001	14500000	2633	0.0134533	GCO5__GCO6
chr_14	14500001	14600000	2188	0.0113214	GCO5__GCO6
chr_14	14600001	14700000	2603	0.00721513	GCO5__GCO6
chr_14	14700001	14800000	2465	0.00981886	GCO5__GCO6
chr_14	14800001	14900000	2153	0.0128066	GCO5__GCO6
chr_14	14900001	15000000	2705	0.0120821	GCO5__GCO6
chr_14	15000001	15100000	2643	0.0034111	GCO5__GCO6
chr_14	15100001	15200000	2542	0.00678192	GCO5__GCO6
